ta2Id,name,chapter,class,kind,match,meshCount,meshes
1,"General terms",1,general,,n/a,0,""
2,"Vertical",1,general,,n/a,0,""
3,"Horizontal",1,general,,n/a,0,""
4,"Median",1,general,,n/a,0,""
5,"Coronal",1,general,,n/a,0,""
6,"Sagittal",1,general,,n/a,0,""
7,"Right",1,general,,n/a,0,""
8,"Left",1,general,,n/a,0,""
9,"Intermediate",1,general,,n/a,0,""
10,"Medial",1,general,,n/a,0,""
11,"Lateral",1,general,,n/a,0,""
12,"Anterior",1,general,,n/a,0,""
13,"Posterior",1,general,,n/a,0,""
14,"Ventral",1,general,,n/a,0,""
15,"Dorsal",1,general,,n/a,0,""
16,"Frontal",1,general,,n/a,0,""
17,"Occipital",1,general,,n/a,0,""
18,"Superior",1,general,,n/a,0,""
19,"Inferior",1,general,,n/a,0,""
20,"Cranial",1,general,,n/a,0,""
21,"Caudal",1,general,,n/a,0,""
22,"Rostral",1,general,,n/a,0,""
23,"Apical",1,general,,n/a,0,""
24,"Basal",1,general,,n/a,0,""
25,"Middle",1,general,,n/a,0,""
26,"Transverse",1,general,,n/a,0,""
27,"Longitudinal",1,general,,n/a,0,""
28,"Axial",1,general,,n/a,0,""
29,"External",1,general,,n/a,0,""
30,"Internal",1,general,,n/a,0,""
31,"Luminal",1,general,,n/a,0,""
32,"Superficial",1,general,,n/a,0,""
33,"Deep",1,general,,n/a,0,""
34,"Proximal",1,general,,n/a,0,""
35,"Distal",1,general,,n/a,0,""
36,"Central",1,general,,n/a,0,""
37,"Peripheral",1,general,,n/a,0,""
38,"Radial",1,general,,n/a,0,""
39,"Ulnar",1,general,,n/a,0,""
40,"Fibular",1,general,,n/a,0,""
41,"Tibial",1,general,,n/a,0,""
42,"Palmar",1,general,,n/a,0,""
43,"Plantar",1,general,,n/a,0,""
44,"Flexor",1,general,,n/a,0,""
45,"Extensor",1,general,,n/a,0,""
46,"Reference planes",1,general,,n/a,0,""
47,"Longitudinal planes",1,general,,n/a,0,""
48,"Coronal planes",1,general,,n/a,0,""
49,"Sagittal planes",1,general,,n/a,0,""
50,"Median plane",1,general,,n/a,0,""
51,"Paramedian plane",1,general,,n/a,0,""
52,"Transverse planes",1,general,,n/a,0,""
53,"Transpyloric plane",1,general,,n/a,0,""
54,"Subcostal plane",1,general,,n/a,0,""
55,"Transumbilical plane",1,general,,n/a,0,""
56,"Supracristal plane",1,general,,n/a,0,""
57,"Intertubercular plane",1,general,,n/a,0,""
58,"Interspinous plane",1,general,,n/a,0,""
59,"Reference lines",1,general,,n/a,0,""
60,"Anterior median line",1,general,,n/a,0,""
61,"Sternal line",1,general,,n/a,0,""
62,"Parasternal line",1,general,,n/a,0,""
63,"Midclavicular line",1,general,,n/a,0,""
64,"Mammillary line",1,general,,n/a,0,""
65,"Anterior axillary line",1,general,,n/a,0,""
66,"Midaxillary line",1,general,,n/a,0,""
67,"Posterior axillary line",1,general,,n/a,0,""
68,"Scapular line",1,general,,n/a,0,""
69,"Paravertebral line",1,general,,n/a,0,""
70,"Posterior median line",1,general,,n/a,0,""
71,"Human body positions",1,general,,n/a,0,""
72,"Anatomical position",1,general,,n/a,0,""
73,"Comparative anatomical position",1,general,,n/a,0,""
74,"Prone position",1,general,,n/a,0,""
75,"Supine position",1,general,,n/a,0,""
76,"Movements",1,general,,n/a,0,""
77,"Abduction",1,general,,n/a,0,""
78,"Adduction",1,general,,n/a,0,""
79,"Lateral rotation",1,general,,n/a,0,""
80,"Medial rotation",1,general,,n/a,0,""
81,"Circumduction",1,general,,n/a,0,""
82,"Flexion",1,general,,n/a,0,""
83,"Extension",1,general,,n/a,0,""
84,"Pronation",1,general,,n/a,0,""
85,"Supination",1,general,,n/a,0,""
86,"Opposition",1,general,,n/a,0,""
87,"Reposition",1,general,,n/a,0,""
88,"Plantar flexion",1,general,,n/a,0,""
89,"Dorsiflexion",1,general,,n/a,0,""
90,"Elevation",1,general,,n/a,0,""
91,"Depression",1,general,,n/a,0,""
92,"Eversion",1,general,,n/a,0,""
93,"Inversion",1,general,,n/a,0,""
94,"Protraction",1,general,,n/a,0,""
95,"Retraction",1,general,,n/a,0,""
96,"Human body",1,general,,n/a,0,""
97,"Parts of human body",1,general,,n/a,0,""
98,"Head",1,general,,n/a,0,""
99,"Neurocranial part of head",1,general,,n/a,0,""
100,"Cranial cavity",1,general,,n/a,0,""
101,"Forehead",1,general,,n/a,0,""
102,"Occiput",1,general,,n/a,0,""
103,"Temple",1,general,,n/a,0,""
104,"Auricle",1,general,,n/a,0,""
105,"Lobule of auricle",1,general,,n/a,0,""
106,"Helix",1,general,,n/a,0,""
107,"Crus of helix",1,general,,n/a,0,""
108,"Antihelix",1,general,,n/a,0,""
109,"Crura of antihelix",1,general,,n/a,0,""
110,"Antitragus",1,general,,n/a,0,""
111,"Tragus",1,general,,n/a,0,""
112,"Face",1,general,,n/a,0,""
113,"Eye",1,general,,n/a,0,""
114,"Upper eyelid",1,general,,n/a,0,""
115,"Lower eyelid",1,general,,n/a,0,""
116,"Cheek",1,general,,n/a,0,""
117,"External nose",1,general,,n/a,0,""
118,"Ala of nose",1,general,,n/a,0,""
119,"Mouth",1,general,,n/a,0,""
120,"Upper lip",1,general,,n/a,0,""
121,"Lower lip",1,general,,n/a,0,""
122,"Chin",1,general,,n/a,0,""
123,"Neck",1,general,,n/a,0,""
124,"Trunk",1,general,,n/a,0,""
125,"Thorax",1,general,,n/a,0,""
126,"Thoracic cavity",1,general,,n/a,0,""
127,"Abdomen",1,general,,n/a,0,""
128,"Abdominal cavity",1,general,,n/a,0,""
129,"Pelvis",1,general,,n/a,0,""
130,"Pelvic cavity",1,general,,n/a,0,""
131,"Perineum",1,general,,n/a,0,""
132,"Anterior trunk",1,general,,n/a,0,""
133,"Anterolateral thoracic wall",1,general,,n/a,0,""
134,"Anterolateral abdominal wall",1,general,,n/a,0,""
135,"Back",1,general,,n/a,0,""
136,"Back of thorax",1,general,,n/a,0,""
137,"Back of abdomen",1,general,,n/a,0,""
138,"Upper limb",1,general,,n/a,0,""
139,"Shoulder",1,general,,n/a,0,""
140,"Axilla",1,general,,n/a,0,""
141,"Anterior axillary fold",1,general,,n/a,0,""
142,"Posterior axillary fold",1,general,,n/a,0,""
143,"Free part of upper limb",1,general,,n/a,0,""
144,"Arm",1,general,,n/a,0,""
145,"Elbow",1,general,,n/a,0,""
146,"Forearm",1,general,,n/a,0,""
147,"Wrist",1,general,,n/a,0,""
148,"Hand",1,general,,n/a,0,""
149,"Metacarpus",1,general,,n/a,0,""
150,"Digits of hand",1,general,,n/a,0,""
151,"Thumb",1,general,,n/a,0,""
152,"Index finger",1,general,,n/a,0,""
153,"Middle finger",1,general,,n/a,0,""
154,"Ring finger",1,general,,n/a,0,""
155,"Little finger",1,general,,n/a,0,""
156,"Lower limb",1,general,,n/a,0,""
157,"Buttock",1,general,,n/a,0,""
158,"Hip",1,general,,n/a,0,""
159,"Free part of lower limb",1,general,,n/a,0,""
160,"Thigh",1,general,,n/a,0,""
161,"Knee",1,general,,n/a,0,""
162,"Posterior part of knee",1,general,,n/a,0,""
163,"Leg",1,general,,n/a,0,""
164,"Calf",1,general,,n/a,0,""
165,"Ankle",1,general,,n/a,0,""
166,"Foot",1,general,,n/a,0,""
167,"Heel",1,general,,n/a,0,""
168,"Midfoot",1,general,,n/a,0,""
169,"Metatarsus",1,general,,n/a,0,""
170,"Digits of foot",1,general,,n/a,0,""
171,"Great toe",1,general,,n/a,0,""
172,"Second toe",1,general,,n/a,0,""
173,"Third toe",1,general,,n/a,0,""
174,"Fourth toe",1,general,,n/a,0,""
175,"Little toe",1,general,,n/a,0,""
176,"Regions of human body",1,general,,n/a,0,""
177,"Regions of head",1,general,,n/a,0,""
178,"Regions of epicranium",1,general,,n/a,0,""
179,"Vertex",1,general,,n/a,0,""
180,"Frontal region",1,general,,n/a,0,""
181,"Eyebrow",1,general,,n/a,0,""
182,"Parietal region",1,general,,n/a,0,""
183,"Occipital region",1,general,,n/a,0,""
184,"Temporal region",1,general,,n/a,0,""
185,"Mastoid region",1,general,,n/a,0,""
186,"Auricular region",1,general,,n/a,0,""
187,"Triangular fossa",1,general,,n/a,0,""
188,"Scapha",1,general,,n/a,0,""
189,"Concha of auricle",1,general,,n/a,0,""
190,"Cymba conchae",1,general,,n/a,0,""
191,"Cavity of concha",1,general,,n/a,0,""
192,"Anterior notch of auricle",1,general,,n/a,0,""
193,"Intertragic incisure",1,general,,n/a,0,""
194,"(Auricular tubercle)",1,general,,n/a,0,""
195,"(Apex of auricle)",1,general,,n/a,0,""
196,"Posterior auricular groove",1,general,,n/a,0,""
197,"(Supratragic tubercle)",1,general,,n/a,0,""
198,"Fossa antihelica",1,general,,n/a,0,""
199,"Eminentia conchae",1,general,,n/a,0,""
200,"Eminentia scaphae",1,general,,n/a,0,""
201,"Eminentia fossae triangularis",1,general,,n/a,0,""
202,"Regions of face",1,general,,n/a,0,""
203,"Orbital region",1,general,,n/a,0,""
204,"Suprapalpebral sulcus",1,general,,n/a,0,""
205,"Palpebral fissure",1,general,,n/a,0,""
206,"Lateral palpebral commissure",1,general,,n/a,0,""
207,"Medial palpebral commissure",1,general,,n/a,0,""
208,"Lateral angle of eye",1,general,,n/a,0,""
209,"Medial angle of eye",1,general,,n/a,0,""
210,"Infrapalpebral sulcus",1,general,,n/a,0,""
211,"Palpebronasal fold",1,general,,n/a,0,""
212,"Infraorbital region",1,general,,n/a,0,""
213,"Buccal region",1,general,,n/a,0,""
214,"Parotideomasseteric region",1,general,,n/a,0,""
215,"Zygomatic region",1,general,,n/a,0,""
216,"Nasal region",1,general,,n/a,0,""
217,"Root of nose",1,general,,n/a,0,""
218,"Dorsum of nose",1,general,,n/a,0,""
219,"Apex of nose",1,general,,n/a,0,""
220,"Nasolabial sulcus",1,general,,n/a,0,""
221,"Oral region",1,general,,n/a,0,""
222,"Philtrum",1,general,,n/a,0,""
223,"Tubercle of upper lip",1,general,,n/a,0,""
224,"Labial commissure",1,general,,n/a,0,""
225,"Angle of mouth",1,general,,n/a,0,""
226,"Mentolabial sulcus",1,general,,n/a,0,""
227,"Mental region",1,general,,n/a,0,""
228,"Regions of neck",1,general,,n/a,0,""
229,"Anterior region of neck",1,general,,n/a,0,""
230,"Anterior triangle of neck",1,general,,n/a,0,""
231,"Suprahyoid region",1,general,,n/a,0,""
232,"Submandibular triangle",1,general,,n/a,0,""
233,"Submental triangle",1,general,,n/a,0,""
234,"Infrahyoid region",1,general,,n/a,0,""
235,"Carotid triangle",1,general,,n/a,0,""
236,"Muscular triangle",1,general,,n/a,0,""
237,"Sternocleidomastoid region",1,general,,n/a,0,""
238,"Lesser supraclavicular fossa",1,general,,n/a,0,""
239,"Lateral region of neck",1,general,,n/a,0,""
240,"Greater supraclavicular fossa",1,general,,n/a,0,""
241,"Omoclavicular triangle",1,general,,n/a,0,""
242,"Occipital triangle",1,general,,n/a,0,""
243,"Posterior region of neck",1,general,,n/a,0,""
244,"Regions of thorax",1,general,,n/a,0,""
245,"Anterior region of thorax",1,general,,n/a,0,""
246,"Precordium",1,general,,n/a,0,""
247,"Presternal region",1,general,,n/a,0,""
248,"Infraclavicular fossa",1,general,,n/a,0,""
249,"Deltopectoral triangle",1,general,,n/a,0,""
250,"Deltopectoral groove",1,general,,n/a,0,""
251,"Pectoral region",1,general,,n/a,0,""
252,"Mammary region",1,general,,n/a,0,""
253,"Inframammary region",1,general,,n/a,0,""
254,"Lateral region of thorax",1,general,,n/a,0,""
255,"Regions of abdomen",1,general,,n/a,0,""
256,"Hypochondriac region",1,general,,n/a,0,""
257,"Epigastric region",1,general,,n/a,0,""
258,"Epigastric fossa",1,general,,n/a,0,""
259,"Lateral region of abdomen",1,general,,n/a,0,""
260,"Umbilical region",1,general,,n/a,0,""
261,"Umbilicus",1,general,,n/a,0,""
262,"Inguinal region",1,general,,n/a,0,""
263,"Hypogastric region",1,general,,n/a,0,""
264,"Regions of back",1,general,,n/a,0,""
265,"Vertebral region",1,general,,n/a,0,""
266,"Scapular region",1,general,,n/a,0,""
267,"Triangle of auscultation",1,general,,n/a,0,""
268,"Infrascapular region",1,general,,n/a,0,""
269,"Lumbar region",1,general,,n/a,0,""
270,"Lumbar triangle",1,general,,n/a,0,""
271,"Superior lumbar triangle",1,general,,n/a,0,""
272,"Sacral region",1,general,,n/a,0,""
273,"Sacroiliac dimple",1,general,,n/a,0,""
274,"Coccygeal region",1,general,,n/a,0,""
275,"(Coccygeal foveola)",1,general,,n/a,0,""
276,"Regions of perineum",1,general,,n/a,0,""
277,"Anal region",1,general,,n/a,0,""
278,"Anal triangle",1,general,,n/a,0,""
279,"Urogenital region",1,general,,n/a,0,""
280,"Regions of upper limb",1,general,,n/a,0,""
281,"Axillary region",1,general,,n/a,0,""
282,"Axillary fossa",1,general,,n/a,0,""
283,"Deltoid region",1,general,,n/a,0,""
284,"Brachial region",1,general,,n/a,0,""
285,"Anterior region of arm",1,general,,n/a,0,""
286,"Lateral bicipital groove",1,general,,n/a,0,""
287,"Medial bicipital groove",1,general,,n/a,0,""
288,"Posterior region of arm",1,general,,n/a,0,""
289,"Cubital region",1,general,,n/a,0,""
290,"Anterior region of elbow",1,general,,n/a,0,""
291,"Cubital fossa",1,general,,n/a,0,""
292,"Posterior region of elbow",1,general,,n/a,0,""
293,"Antebrachial region",1,general,,n/a,0,""
294,"Anterior region of forearm",1,general,,n/a,0,""
295,"Posterior region of forearm",1,general,,n/a,0,""
296,"Lateral border of forearm",1,general,,n/a,0,""
297,"Medial border of forearm",1,general,,n/a,0,""
298,"Carpal region",1,general,,n/a,0,""
299,"Anterior region of wrist",1,general,,n/a,0,""
300,"Posterior region of wrist",1,general,,n/a,0,""
301,"Radial foveola",1,general,,n/a,0,""
302,"Regions of hand",1,general,,n/a,0,""
303,"Metacarpal region",1,general,,n/a,0,""
304,"Dorsum of hand",1,general,,n/a,0,""
305,"Palm",1,general,,n/a,0,""
306,"Thenar eminence",1,general,,n/a,0,""
307,"Hypothenar eminence",1,general,,n/a,0,""
308,"Regions of digits of hand",1,general,,n/a,0,""
309,"Palmar surfaces of digits of hand",1,general,,n/a,0,""
310,"Dorsal surfaces of digits of hand",1,general,,n/a,0,""
311,"Interdigital spaces of hand",1,general,,n/a,0,""
312,"Regions of lower limb",1,general,,n/a,0,""
313,"Gluteal region",1,general,,n/a,0,""
314,"Intergluteal cleft",1,general,,n/a,0,""
315,"Gluteal fold",1,general,,n/a,0,""
316,"Hip region",1,general,,n/a,0,""
317,"Femoral region",1,general,,n/a,0,""
318,"Anterior region of thigh",1,general,,n/a,0,""
319,"Femoral triangle",1,general,,n/a,0,""
320,"Posterior region of thigh",1,general,,n/a,0,""
321,"Knee region",1,general,,n/a,0,""
322,"Anterior region of knee",1,general,,n/a,0,""
323,"Posterior region of knee",1,general,,n/a,0,""
324,"Popliteal fossa",1,general,,n/a,0,""
325,"Leg region",1,general,,n/a,0,""
326,"Anterior region of leg",1,general,,n/a,0,""
327,"Posterior region of leg",1,general,,n/a,0,""
328,"Sural region",1,general,,n/a,0,""
329,"Talocrural region",1,general,,n/a,0,""
330,"Anterior region of ankle",1,general,,n/a,0,""
331,"Posterior region of ankle",1,general,,n/a,0,""
332,"Lateral retromalleolar region",1,general,,n/a,0,""
333,"Medial retromalleolar region",1,general,,n/a,0,""
334,"Regions of foot",1,general,,n/a,0,""
335,"Heel region",1,general,,n/a,0,""
336,"Dorsum of foot",1,general,,n/a,0,""
337,"Sole",1,general,,n/a,0,""
338,"Longitudinal arch of foot",1,general,,n/a,0,""
339,"Lateral part of longitudinal arch of foot",1,general,,n/a,0,""
340,"Medial part of longitudinal arch of foot",1,general,,n/a,0,""
341,"Proximal transverse arch of foot",1,general,,n/a,0,""
342,"Distal transverse arch of foot",1,general,,n/a,0,""
343,"Lateral border of foot",1,general,,n/a,0,""
344,"Medial border of foot",1,general,,n/a,0,""
345,"Metatarsal region",1,general,,n/a,0,""
346,"Hallucial eminence",1,general,,n/a,0,""
347,"Regions of digits of foot",1,general,,n/a,0,""
348,"Plantar surfaces of digits of foot",1,general,,n/a,0,""
349,"Dorsal surfaces of digits of foot",1,general,,n/a,0,""
350,"Interdigital spaces of foot",1,general,,n/a,0,""
351,"Musculoskeletal systems",2,structure,other,none,0,""
352,"Skeletal system",2,structure,other,none,0,""
353,"AXIAL SKELETON",2,heading,,n/a,0,""
354,"Neurocranium",2,structure,other,none,0,""
355,"Viscerocranium",2,structure,other,none,0,""
356,"Facial bones",2,structure,other,none,0,""
357,"Chondrocranium",2,structure,other,none,0,""
358,"Desmocranium",2,structure,other,none,0,""
359,"APPENDICULAR SKELETON",2,heading,,n/a,0,""
360,"Skeleton of upper limbs",2,structure,other,none,0,""
361,"Pectoral girdle",2,structure,other,none,0,""
362,"Skeleton of free upper limb",2,structure,other,none,0,""
363,"Skeleton of lower limbs",2,structure,other,none,0,""
364,"Pelvic girdle",2,structure,other,none,0,""
365,"Skeleton of free lower limb",2,structure,other,none,0,""
366,"BONES",2,heading,,n/a,0,""
367,"Membranous bone",2,abstract,,n/a,0,""
368,"Endochondral bone",2,abstract,,n/a,0,""
369,"Long bone",2,abstract,,n/a,0,""
370,"Short bone",2,abstract,,n/a,0,""
371,"Flat bone",2,abstract,,n/a,0,""
372,"Irregular bone",2,abstract,,n/a,0,""
373,"Pneumatized bone",2,abstract,,n/a,0,""
374,"Sesamoid bone",2,abstract,,n/a,0,""
375,"(Accessory bone)",2,structure,bone / cartilage / joint,none,0,""
376,"(Supernumerary bone)",2,structure,bone / cartilage / joint,none,0,""
377,"Bone",2,abstract,,n/a,0,""
378,"Bony part of bone",2,structure,bone / cartilage / joint,none,0,""
379,"Compact bone",2,structure,bone / cartilage / joint,partial,6,"female:compact-bone-tissue female:compact-bone-tissue-2 female:compact-bone-tissue-3 female:compact-bone-tissue-4"
380,"Spongy bone",2,structure,bone / cartilage / joint,partial,6,"female:trabecular-bone-tissue female:trabecular-bone-tissue-2 female:trabecular-bone-tissue-3 female:trabecular-bone-tissue-4"
381,"Cartilaginous part of bone",2,abstract,,n/a,0,""
382,"Articular cartilage",2,structure,bone / cartilage / joint,partial,2,"female:articular-cartilage-of-distal-epiphysis-of-right-femur female:articular-cartilage-of-distal-epiphysis-of-left-femur"
383,"Membranous part of bone",2,abstract,,n/a,0,""
384,"Periosteum",2,structure,other,none,0,""
385,"Perichondrium",2,structure,other,none,0,""
386,"Medullary cavity",2,space,,n/a,0,""
387,"Endosteum",2,structure,other,none,0,""
388,"Bone marrow",2,structure,bone / cartilage / joint,none,0,""
389,"Yellow bone marrow",2,structure,bone / cartilage / joint,none,0,""
390,"Red bone marrow",2,structure,bone / cartilage / joint,none,0,""
391,"Diaphysis",2,structure,other,none,0,""
392,"Metaphysis",2,structure,other,none,0,""
393,"Epiphysis",2,structure,other,partial,2,"female:articular-cartilage-of-distal-epiphysis-of-right-femur female:articular-cartilage-of-distal-epiphysis-of-left-femur"
394,"Epiphyseal cartilage",2,structure,bone / cartilage / joint,none,0,""
395,"Epiphyseal plate",2,structure,other,none,0,""
396,"Epiphyseal line",2,feature,,n/a,0,""
397,"Apophysis",2,structure,other,none,0,""
398,"Articular surface",2,feature,,n/a,0,""
399,"Articular fossa",2,feature,,n/a,0,""
400,"(Articular head)",2,structure,other,partial,2,"male:intra-articular-ligament-of-head-of-rib male:right-intra-articular-ligament-of-head-of-rib"
401,"Nutrient foramen",2,feature,,n/a,0,""
402,"Nutrient canal",2,feature,,n/a,0,""
403,"Ossification centers",2,structure,other,none,0,""
404,"Primary ossification center",2,structure,other,none,0,""
405,"Secondary ossification center",2,structure,other,none,0,""
406,"CRANIUM",2,structure,other,none,0,""
407,"Frontal aspect of cranium",2,structure,other,none,0,""
408,"Superior aspect of cranium",2,structure,other,none,0,""
409,"Occipital aspect of cranium",2,structure,other,none,0,""
410,"Lateral aspect of cranium",2,structure,other,none,0,""
411,"Inferior aspect of cranium",2,structure,other,none,0,""
412,"Pericranium",2,structure,other,none,0,""
413,"Cranial cavity",2,space,,n/a,0,""
414,"Forehead of cranium",2,structure,other,none,0,""
415,"Occiput of cranium",2,structure,other,none,0,""
416,"Vertex of cranium",2,structure,other,none,0,""
417,"Nasion",2,structure,other,none,0,""
418,"Bregma",2,structure,other,none,0,""
419,"Lambda",2,structure,other,none,0,""
420,"Inion",2,structure,other,none,0,""
421,"Pterion",2,structure,other,none,0,""
422,"Asterion",2,structure,other,none,0,""
423,"Porion",2,structure,other,none,0,""
424,"Basion",2,structure,other,none,0,""
425,"Opisthion",2,structure,other,none,0,""
426,"Temporal fossa",2,feature,,n/a,0,""
427,"Zygomatic arch",2,structure,other,none,0,""
428,"Infratemporal fossa",2,feature,,n/a,0,""
429,"Pterygopalatine fossa",2,feature,,n/a,0,""
430,"Pterygomaxillary fissure",2,feature,,n/a,0,""
431,"Fontanelles",2,structure,other,none,0,""
432,"Anterior fontanelle",2,structure,other,none,0,""
433,"Posterior fontanelle",2,structure,other,none,0,""
434,"Sphenoidal fontanelle",2,structure,other,none,0,""
435,"Mastoid fontanelle",2,structure,other,none,0,""
436,"Calvaria",2,structure,other,none,0,""
437,"External table of calvaria",2,structure,other,none,0,""
438,"Diploe",2,structure,other,none,0,""
439,"Diploic canals",2,structure,other,none,0,""
440,"Internal table of calvaria",2,structure,other,none,0,""
441,"Groove for superior sagittal sinus",2,feature,,n/a,0,""
442,"Granular foveolae",2,structure,other,none,0,""
443,"Impressions of cerebral gyri",2,structure,brain / spinal cord / meninges,none,0,""
444,"Eminences of cerebral sulci",2,structure,brain / spinal cord / meninges,none,0,""
445,"Venous grooves",2,structure,vein / venous sinus,none,0,""
446,"Arterial grooves",2,structure,artery,none,0,""
447,"Cranial base",2,structure,other,none,0,""
448,"Internal surface of cranial base",2,feature,,n/a,0,""
449,"Sphenopetrosal fissure",2,feature,,n/a,0,""
450,"Petrooccipital fissure",2,feature,,n/a,0,""
451,"Anterior cranial fossa",2,feature,,n/a,0,""
452,"Middle cranial fossa",2,feature,,n/a,0,""
453,"Posterior cranial fossa",2,feature,,n/a,0,""
454,"Clivus",2,structure,other,none,0,""
455,"Groove for inferior pertrosal sinus",2,feature,,n/a,0,""
456,"Groove for sigmoid sinus",2,feature,,n/a,0,""
457,"External surface of cranial base",2,feature,,n/a,0,""
458,"Jugular foramen",2,feature,,n/a,0,""
459,"Foramen lacerum",2,feature,,n/a,0,""
460,"(Sphenotemporal foramen)",2,feature,,n/a,0,""
461,"Bony palate",2,structure,other,none,0,""
462,"Greater palatine canal",2,feature,,n/a,0,""
463,"Greater palatine foramen",2,feature,,n/a,0,""
464,"Incisive fossa",2,feature,,n/a,0,""
465,"(Palatine torus)",2,structure,other,none,0,""
466,"Palatovaginal canal",2,feature,,n/a,0,""
467,"Vomerovaginal canal",2,feature,,n/a,0,""
468,"Vomerorostral canal",2,feature,,n/a,0,""
469,"Orbit",2,structure,other,none,0,""
470,"Periorbita",2,structure,other,none,0,""
471,"Orbital septum",2,structure,other,none,0,""
472,"Orbital cavity",2,space,,n/a,0,""
473,"Orbital opening",2,structure,other,none,0,""
474,"Orbital margin",2,feature,,n/a,0,""
475,"Supraorbital margin",2,feature,,n/a,0,""
476,"Infraorbital margin",2,feature,,n/a,0,""
477,"Lateral margin of orbit",2,feature,,n/a,0,""
478,"Medial margin of orbit",2,feature,,n/a,0,""
479,"Roof of orbit",2,structure,other,none,0,""
480,"Floor of orbit",2,structure,other,none,0,""
481,"Lateral wall of orbit",2,structure,other,none,0,""
482,"(Cranioorbital foramen)",2,feature,,n/a,0,""
483,"Medial wall of orbit",2,structure,other,none,0,""
484,"Anterior ethmoidal foramen",2,feature,,n/a,0,""
485,"Posterior ethmoidal foramen",2,feature,,n/a,0,""
486,"Fossa for lacrimal sac",2,feature,,n/a,0,""
487,"Apex of orbit",2,feature,,n/a,0,""
488,"Superior orbital fissure",2,feature,,n/a,0,""
489,"Inferior orbital fissure",2,feature,,n/a,0,""
490,"Nasolacrimal canal",2,feature,,n/a,0,""
491,"Bony part of nasal septum",2,structure,other,none,0,""
492,"Nasal cavity of cranium",2,space,,n/a,0,""
493,"Piriform aperture",2,feature,,n/a,0,""
494,"Superior nasal meatus of cranium",2,feature,,n/a,0,""
495,"Middle nasal meatus of cranium",2,feature,,n/a,0,""
496,"Inferior nasal meatus of cranium",2,feature,,n/a,0,""
497,"Opening of nasolacrimal canal",2,feature,,n/a,0,""
498,"Common nasal meatus of cranium",2,feature,,n/a,0,""
499,"Sphenoethmoidal recess of cranium",2,space,,n/a,0,""
500,"Nasopharyngeal meatus of cranium",2,feature,,n/a,0,""
501,"Choana of cranium",2,structure,other,none,0,""
502,"Sphenopalatine foramen",2,feature,,n/a,0,""
503,"Bones of cranium",2,structure,other,none,0,""
504,"Parietal bone",2,structure,bone / cartilage / joint,exact,2,"male:left-parietal-bone male:right-parietal-bone"
505,"Internal surface of parietal bone",2,feature,,n/a,0,""
506,"Groove for middle meningeal artery",2,feature,,n/a,0,""
507,"External surface of parietal bone",2,feature,,n/a,0,""
508,"Superior temporal line",2,feature,,n/a,0,""
509,"Inferior temporal line",2,feature,,n/a,0,""
510,"Parietal eminence",2,feature,,n/a,0,""
511,"Occipital border of parietal bone",2,feature,,n/a,0,""
512,"Squamosal border of parietal bone",2,feature,,n/a,0,""
513,"Sagittal border of parietal bone",2,feature,,n/a,0,""
514,"Frontal border of parietal bone",2,feature,,n/a,0,""
515,"Frontal angle of parietal bone",2,feature,,n/a,0,""
516,"Occipital angle of parietal bone",2,feature,,n/a,0,""
517,"Sphenoidal angle of parietal bone",2,feature,,n/a,0,""
518,"Mastoid angle of parietal bone",2,feature,,n/a,0,""
519,"Parietal foramen",2,feature,,n/a,0,""
520,"Frontal bone",2,structure,bone / cartilage / joint,exact,1,"male:frontal-bone"
521,"Squamous part of frontal bone",2,structure,bone / cartilage / joint,none,0,""
522,"External surface of squamous part of frontal bone",2,feature,,n/a,0,""
523,"Frontal eminence",2,feature,,n/a,0,""
524,"Superciliary arch",2,structure,other,none,0,""
525,"Glabella",2,structure,other,none,0,""
526,"Frontal part of orbital margin",2,feature,,n/a,0,""
527,"Supraorbital foramen",2,feature,,n/a,0,""
528,"(Supraorbital notch)",2,feature,,n/a,0,""
529,"(Frontal notch)",2,feature,,n/a,0,""
530,"(Frontal foramen)",2,feature,,n/a,0,""
531,"Temporal surface of frontal bone",2,feature,,n/a,0,""
532,"Parietal margin of frontal bone",2,feature,,n/a,0,""
533,"Temporal line",2,feature,,n/a,0,""
534,"Zygomatic process of frontal bone",2,feature,,n/a,0,""
535,"Internal surface of squamous part of frontal bone",2,feature,,n/a,0,""
536,"Frontal crest",2,feature,,n/a,0,""
537,"Foramen cecum of frontal bone",2,feature,,n/a,0,""
538,"Nasal part of frontal bone",2,structure,bone / cartilage / joint,none,0,""
539,"Nasal spine of frontal bone",2,feature,,n/a,0,""
540,"Nasal margin of frontal bone",2,feature,,n/a,0,""
541,"Orbital part of frontal bone",2,structure,bone / cartilage / joint,none,0,""
542,"Orbital plate of frontal bone",2,structure,bone / cartilage / joint,none,0,""
543,"Orbital surface of frontal bone",2,feature,,n/a,0,""
544,"(Trochlear spine)",2,feature,,n/a,0,""
545,"Trochlear fovea",2,feature,,n/a,0,""
546,"Fossa for lacrimal gland",2,feature,,n/a,0,""
547,"Sphenoidal margin of frontal bone",2,feature,,n/a,0,""
548,"Ethmoidal notch",2,feature,,n/a,0,""
549,"Sinus of frontal bone",2,structure,bone / cartilage / joint,exact,1,"male:sinus-of-frontal-bone"
550,"Opening of frontal sinus",2,structure,other,none,0,""
551,"Septum of frontal sinuses",2,structure,other,none,0,""
552,"Occipital bone",2,structure,bone / cartilage / joint,exact,1,"male:occipital-bone"
